,Clusters,hsa_mir_375,hsa_mir_5698,hsa_mir_205,hsa_mir_149,hsa_mir_129_1,hsa_mir_129_2,hsa_mir_6510,hsa_mir_204,hsa_mir_944
TCGA-05-4384,C1,16294.25465,14.86659,2.477765,14.158657,0.707933,1.651843,2.831731,2.595754,4.247597
TCGA-05-4396,C2,92205.53613,0.775874,3.768531,20.948599,37.906989,40.012933,0.332517,4.655244,0.554196
TCGA-05-4405,C2,21994.19565,11.300108,27.203964,39.062102,0.55803,0.976553,0.837045,2.092613,3.069165
TCGA-05-4410,C2,10395.30725,12.131219,111.640003,12.295155,1.147548,2.622966,2.786902,2.786902,1.475419
TCGA-05-4417,C2,58024.67227,3.866434,20.98921,9.942258,0.276174,1.380869,1.933217,13.808691,1.104695
TCGA-05-4427,C2,16713.23293,3.081429,2.641225,0.880408,0.440204,0.440204,0.220102,0.660306,16.287555
TCGA-05-5420,C3,7038.780229,0.194023,2.134257,1.74621,0.776094,0,0.58207,6.014725,1.74621
TCGA-05-5423,C3,35265.21826,8.08014,213.826021,10.461655,1.360866,0.935595,0.425271,1.44592,1.105703
TCGA-05-5425,C1,19758.96791,0.680702,12.933341,13.614043,1.815206,0.226901,0,1.134504,0.907603
TCGA-05-5429,C2,14376.3419,0,79.763739,6.480208,0.66708,0.762377,3.335401,0.571783,1.334161
TCGA-05-5715,C2,40272.89911,1.214396,105.895347,10.079488,1.214396,0.485758,37.767721,2.307353,0.607198
TCGA-18-4721,C5,674.226753,1.457788,9858.28847,127.556413,24.782389,15.30677,20.409026,103.502918,201.174685
TCGA-18-5592,C5,300.408987,1.025287,50022.7101,807.925876,5.126433,4.101147,10.252866,38.960892,240.942361
TCGA-18-5595,C5,2386.767318,0,30334.76416,410.746004,4.933886,2.466943,104.845076,2.466943,415.679889
TCGA-21-5782,C4,1132.042213,1.395286,20709.5356,219.525031,1.627834,1.162739,60.229855,3.953311,237.198656
TCGA-21-5784,C3,3711.753984,0.290003,21833.19872,234.902784,1.740021,2.030024,24.070285,18.850223,41.180488
TCGA-21-5786,C5,778.244946,1.243203,45462.06118,94.483412,1.864804,2.486406,12.432028,3.108007,57.80893
TCGA-21-5787,C1,1442.908599,1.191502,477.792195,75.064609,3.574505,1.191502,0,1.191502,1.191502
TCGA-21-A5DI,C4,116.745953,2.170896,26337.79042,407.404781,0.241211,0.964843,5.065424,7.47753,71.398351
TCGA-22-4605,C4,6233.201261,0.924807,19453.32174,562.282844,8.014997,7.706728,23.428452,8.939804,120.533219
TCGA-22-4609,C4,5099.267554,2.449569,15117.51439,593.285585,29.88474,31.354482,2.449569,111.210428,37.968318
TCGA-22-5471,C5,472.828028,0.727428,22631.00428,173.127801,6.54685,5.819422,51.647369,23.277688,41.463381
TCGA-22-5472,C3,4160.075883,3.552584,29340.79139,177.629201,10.657752,6.217022,9.769606,6.217022,74.604264
TCGA-22-5473,C5,1843.107794,2.164966,26538.87594,1225.370805,2.164966,5.773243,94.536852,0.721655,243.919512
TCGA-22-5474,C5,961.343747,2.177449,10583.49102,52.258777,12.520332,13.064694,6.532347,49.536965,64.779109
TCGA-22-5477,C5,1374.76781,0.75371,22128.18429,583.371867,26.379865,27.133575,5.652828,161.29403,388.160867
TCGA-22-5478,C4,1098.638788,3.021559,20707.34692,47.136318,1.208624,0.604312,18.733665,48.949253,64.661359
TCGA-22-5479,C4,3596.010319,0,14364.27812,328.89439,8.849176,4.719561,11.208957,8.259231,181.703089
TCGA-22-5480,C5,938.501889,1.720443,20783.81682,301.937821,5.16133,7.741995,26.666873,0.860222,31.828203
TCGA-22-5482,C4,242.993453,0.706376,41869.04348,1298.319672,9.889268,5.651011,0.706376,36.025192,435.127812
TCGA-22-5483,C5,1112.217765,1.004865,1268.139274,84.073681,1.507297,3.851981,0,227.769336,0.837387
TCGA-22-5485,C4,3486.120745,0,60308.98474,1008.766321,11.624708,9.04144,5.166537,647.108741,285.451161
TCGA-22-5489,C5,1565.349385,0,12986.26495,201.194145,4.286427,10.180263,20.628428,6.161738,35.63092
TCGA-22-5491,C4,4481.869778,1.196122,24420.62832,276.304222,21.530199,20.932138,126.78895,40.070093,363.023079
TCGA-22-5492,C4,2801.867097,0.470112,20510.51335,314.50488,0,0.470112,28.206716,847.141696,160.77828
TCGA-22-A5C4,C5,2378.293502,1.766278,14182.77181,33.117715,0,1.324709,42.390675,1.324709,94.05431
TCGA-33-4566,C2,7439.911558,0,9262.702496,84.458501,1.260575,0,0,0,69.331606
TCGA-33-4582,C4,823.682667,0.895307,16402.02877,179.956757,1.790614,0.895307,70.729273,5.371843,335.740218
TCGA-33-4586,C5,1124.734658,0,46828.03705,811.07626,5.280444,4.224356,21.121778,4.224356,182.703376
TCGA-33-4589,C3,497.472838,4.264053,21301.78692,311.275861,2.842702,1.421351,8.528106,1.421351,189.039678
TCGA-33-6738,C5,2502.940525,6.987761,26478.7047,572.429845,2.455159,2.832876,0.566575,9.442921,2.455159
TCGA-33-A4WN,C5,552.149202,1.306089,19516.23763,262.523926,5.224357,6.856968,17.958726,35.917453,341.868844
TCGA-33-A5GW,C5,4508.694653,0.310174,29407.63209,772.334183,1.861046,0.930523,91.501439,9.305231,247.829322
TCGA-33-AASB,C2,8633.70633,1.205376,1300.198887,271.611387,2.611648,6.428672,1.205376,6.830464,3.616128
TCGA-33-AASD,C5,71.986193,0.599885,21318.91103,1199.769884,6.198811,7.998466,0.999808,135.374035,394.724292
TCGA-33-AASI,C5,522.701303,0.163446,14032.19271,71.262592,0.163446,0.163446,1.144124,3.268926,27.132088
TCGA-33-AASJ,C5,269.877824,0.155549,11269.53795,83.063261,19.443647,22.71018,37.487352,4.510926,596.997745
TCGA-34-5231,C4,1104.474688,1.219516,26318.77408,92.683191,1026.425685,1111.791782,27.642355,0.81301,522.35921
TCGA-34-5232,C5,2066.911719,1.148923,13415.58598,448.46278,10.340303,10.723277,78.50971,3.446768,204.125245
TCGA-34-5234,C3,3433.731839,0.41294,5530.089407,81.624428,4.267044,2.477639,9.084675,3.303518,36.063407
TCGA-34-5236,C4,276.104588,0.496591,4345.005594,53.631826,3.972728,1.820834,0.331061,1.324243,218.996625
TCGA-34-5239,C4,561.964165,0.574801,10581.13571,117.451085,0.574801,0.958002,17.627243,19.543247,36.212488
TCGA-34-5241,C4,1227.439467,0,3791.669363,33.106255,0,0.50161,7.022539,1.50483,128.412139
TCGA-34-5927,C4,19502.55622,2.728934,15330.24312,136.901536,136.674125,110.749249,129.396967,96.877167,271.756372
TCGA-34-5928,C4,1014.382043,0.934627,17032.64591,231.164458,66.046988,66.670073,8.723187,1.24617,122.124619
TCGA-34-5929,C4,14355.78491,0.932587,28080.90756,779.176814,2.564615,2.564615,76.705318,0,242.705884
TCGA-34-7107,C4,703.491634,0,26680.78768,143.093453,32.242087,35.61983,12.896835,5.834282,287.415176
TCGA-34-8454,C4,3216.114523,0.38406,16103.61619,84.493097,0.768119,0.768119,168.218075,2.688417,244.645922
TCGA-34-8455,C4,2898.122285,1.010679,17483.48487,122.797509,1.263349,1.010679,40.427164,2.274028,144.02177
TCGA-34-8456,C4,3755.590836,0,9280.55842,273.039665,62.181296,52.216345,21.125697,83.306993,95.663532
TCGA-34-A5IX,C5,2696.046916,8.036428,22021.55999,161.427381,0.34941,0,0.69882,2.795279,117.751142
TCGA-35-5375,C5,500.166061,0.113237,12026.97251,22.30761,2.830915,2.717678,34.6504,0.566183,45.181403
TCGA-37-5819,C1,374245.3064,0.686592,245.800029,16.134918,1.373185,1.029888,0,5.149442,1.373185
TCGA-37-A5EL,C5,880.749309,1.430562,12050.57704,96.801359,66.282704,73.912368,12.875058,0,27.180677
TCGA-37-A5EM,C4,160.859265,0.532647,11207.68289,82.293896,0.79897,0.532647,0.266323,0.266323,376.581128
TCGA-37-A5EN,C4,3320.830138,0.993368,14424.36958,191.720077,31.125539,31.787785,10.595928,36.754626,270.858416
TCGA-38-6178,C2,13852.71394,1.475692,664.159761,24.299728,1.475692,0.590277,1.86921,2.361107,3.836799
TCGA-38-A44F,C3,8183.941382,0.475134,233.290674,10.928076,0.950268,0.237567,1.425401,4.751338,1.187834
TCGA-39-5011,C3,956.800118,0.445438,4158.160663,83.296845,1.336313,1.781751,0,0.890875,21.381008
TCGA-39-5019,C4,2258.057583,0.198084,4024.569933,268.403704,4.456888,5.249224,7.230063,9.508028,236.116026
TCGA-39-5021,C4,1384.647793,1.712613,7259.767461,232.915399,10.275679,13.700906,0,11.988293,122.451846
TCGA-39-5022,C3,768.55043,0.6566,4680.081445,40.545057,1.9698,2.2981,4.103751,11.654652,52.199709
TCGA-39-5024,C4,3495.990949,1.475724,15928.47656,236.115894,2.951449,0.983816,40.336465,11.805795,54.109892
TCGA-39-5027,C4,6446.395703,0.286659,10897.06894,546.372741,31.24587,31.53253,17.486221,139.889768,389.856731
TCGA-39-5028,C3,4511.63441,0,17947.29327,63.023795,0.724411,1.448823,15.21264,2.173234,108.661715
TCGA-39-5029,C4,1845.209503,1.33614,4640.414631,68.811216,1.33614,2.00421,3.34035,1.33614,221.13119
TCGA-39-5030,C3,426.708633,0.489345,9349.910377,414.475014,0.489345,0,43.551684,2.446724,61.65744
TCGA-39-5031,C4,3954.103231,0,3591.960123,234.768636,5.494585,1.998031,12.987201,73.427637,61.938959
TCGA-39-5034,C1,103692.7807,0,92.347637,98.859329,0.591972,0.591972,2.95986,0.591972,0.591972
TCGA-39-5035,C3,19609.07979,0,4960.355217,15.223597,0.362467,0.362467,0,1.0874,29.72226
TCGA-39-5037,C4,3226.45496,0.985478,40754.44254,609.025402,13.796692,20.695038,25.622428,45.331988,719.398937
TCGA-39-5040,C5,2095.043272,5.157762,532.439744,791.319725,1.785379,1.785379,1.388628,0.595126,8.72852
TCGA-43-5668,C1,1346.036419,48.756817,124.213796,455.644066,1.741315,0,4.643506,1.741315,2.902192
TCGA-43-5670,C5,5278.214461,0.783874,68270.70769,674.131497,1.175811,1.175811,0,0.391937,116.405264
TCGA-43-6143,C4,2315.03557,0.412246,12220.34269,43.148404,1.374153,2.473475,3.023137,0.137415,60.874978
TCGA-43-6770,C4,2007.609612,2.042849,23737.90251,170.577871,16.34279,9.703532,65.37116,16.853502,740.021961
TCGA-43-6771,C2,1495.216427,0.373337,43252.6352,120.587992,1.49335,2.986699,0.746675,0.746675,135.894826
TCGA-43-7656,C4,1774.236022,0.525622,11046.20267,45.203466,0.788433,3.15373,0.525622,2.628108,100.393743
TCGA-43-7658,C4,10829.83479,0.27427,282.49835,66.099128,3.016973,4.662594,1.371351,1.371351,0
TCGA-43-8115,C4,4567.651551,0.570867,3575.769711,73.784592,4.281504,3.13977,12.559079,11.274628,79.20783
TCGA-43-8118,C4,7112.123611,0.701393,8453.888154,209.716465,8.416714,11.923679,9.8195,3.506964,245.487501
TCGA-43-A474,C4,24.33615,0,24036.94575,174.264217,8.039621,8.908769,3.259306,0,203.597969
TCGA-43-A475,C5,738.40431,1.406484,18114.11258,306.051005,2.531672,5.063344,211.816551,6.469828,90.015002
TCGA-43-A56V,C4,3514.997851,0,21913.71258,178.964165,16.888551,20.157303,7.354692,18.522927,90.980261
TCGA-44-2656,C2,18046.96774,5.16325,5.632637,16.89791,0,0.469386,0,0,1.408159
TCGA-44-2665,C3,10319.31632,0,510.699762,26.652681,0,0,0.859764,1.289646,0
TCGA-44-2668,C3,1684.157054,0,78.854076,28.221459,0,1.660086,0.830043,1.660086,1.660086
TCGA-44-3918,C2,13714.33914,13.935509,5.394391,17.53177,1.79813,2.247663,0.899065,0.449533,0
TCGA-44-4112,C2,22083.44423,1.570183,5.49564,19.627286,2.355274,3.532911,0.392546,0.785091,0
TCGA-44-5643,C4,1107.577447,2.225541,5109.47064,422.110896,11.869551,12.982321,119.808277,1.11277,200.669591
TCGA-44-5644,C1,375933.8246,0.338327,4.39825,1.691635,0.845817,1.353308,0.338327,5.074904,0.338327
TCGA-44-5645,C3,13040.80988,3.202753,63.654718,5.004302,11.60998,12.811012,0,2.602237,23.820476
TCGA-44-6145,C3,12576.1739,5.800818,15.265311,3.358368,3.358368,4.579593,0.305306,0.915919,1.831837
TCGA-44-6146,C3,116832.6343,1.61019,175.510688,54.585434,0.322038,1.932228,2.254266,4.186493,0.322038
TCGA-44-6147,C2,41855.18531,1.660195,1569.922241,117.458822,3.527915,2.905342,3.320391,10.998794,1.86772
TCGA-44-6774,C3,12746.46016,1.55164,52.238531,15.387092,1.034426,1.16373,0.77582,11.249387,1.16373
TCGA-44-6775,C3,38766.04925,3.261122,2983.202321,325.025201,9.058673,8.696326,13.04449,17.392653,4.348163
TCGA-44-6777,C3,12963.77287,4.954538,13.512375,6.080569,0.450413,2.702475,0,1.576444,0.675619
TCGA-44-6778,C1,303882.9191,1.808926,12.662479,35.877024,53.363305,47.333553,0,1.507438,1.507438
TCGA-44-6779,C2,571.784647,1.290128,13.417329,3.354332,8.514844,5.934588,0.516051,0.774077,7.998792
TCGA-44-7659,C2,17470.015,5.850097,114.076894,9.100151,15.925264,16.25027,2.600043,3.900065,0.650011
TCGA-44-7660,C4,11776.27249,0,11790.63409,133.635949,1.703919,1.217085,3.894672,0.486834,40.894061
TCGA-44-7661,C3,3108.553413,0,556.106567,8.935328,0.47028,0.705421,0.47028,3.056823,9.405608
TCGA-44-7662,C3,204.142759,1.045813,5.647392,10.458133,0.627488,0.209163,2.928277,0.209163,12.758922
TCGA-44-7667,C1,151020.9804,25.308086,15.265195,16.470342,0,0.401716,0.803431,2.81201,0.803431
TCGA-44-7669,C1,254490.1224,0,18.285714,1.959184,0.326531,0,0.326531,2.285714,0.326531
TCGA-44-7670,C1,11270.96164,10.438075,345.536283,125.616836,2.159602,2.159602,1.799668,1.799668,22.315885
TCGA-44-7671,C1,14298.49532,4.936524,148.095707,15.680722,4.936524,3.194221,0.871151,4.355756,0.580767
TCGA-44-7672,C3,13410.53314,0.308799,50.025476,11.734371,0.617598,0.308799,0.308799,1.235197,0.926398
TCGA-44-8117,C2,9782.046842,13.428564,6.808849,41.042231,0.567404,0.378269,0.189135,0.378269,0.189135
TCGA-44-8119,C1,65593.99665,7.735011,4.297228,3.437783,0.61389,0.982224,1.227779,7.243899,0.736668
TCGA-44-A479,C3,57635.05603,0.393534,234.939937,2.75474,0,0,0,3.935342,0
TCGA-44-A47A,C2,36916.27874,3.831344,1.915672,5.108459,26.81941,24.26518,0,6.385574,0
TCGA-44-A47G,C2,9595.910875,3.368263,80.838304,13.877242,1.616766,0.808383,0.808383,2.020958,4.041915
TCGA-44-A4SS,C3,632.81799,1.070499,286.587944,24.774411,0.611714,0.611714,6.117139,1.529285,4.434925
TCGA-44-A4SU,C1,24551.98543,11.297808,4051.804763,167.823802,0.410829,0.821659,3.286635,5.751611,15.816931
TCGA-46-6025,C5,709.890951,2.943861,22598.75601,302.797088,22.28923,15.980957,87.474714,6.728824,708.208745
TCGA-46-6026,C4,2644.243648,1.829384,24729.87188,247.228157,27.440757,28.74746,26.918076,3.658768,225.01421
TCGA-49-4487,C3,2106.222504,7.570289,41.846873,4.626287,7.780574,6.729145,0,2.944001,3.154287
TCGA-49-4488,C2,52503.27098,17.370221,107.774329,105.208273,1.184333,0.690861,0.88825,1.283028,5.428194
TCGA-49-4512,C3,19129.75929,4.46629,81.988329,44.503392,17.705651,15.153485,2.552166,1.754614,0.797552
TCGA-49-4514,C1,16133.72678,0.216241,76.981728,32.219881,1.297445,0.648722,0.864963,1.513686,1.297445
TCGA-49-6742,C1,43994.32762,0.433337,12.566775,5.633382,2.816691,1.51668,0.216669,3.250028,1.083343
TCGA-49-6743,C3,12043.69386,1.630611,6.196322,4.565711,0.652244,0,0.326122,0.326122,9.457545
TCGA-49-6744,C3,5633.500546,1.126153,5.791645,3.056701,0.160879,0.965274,0.643516,2.895822,2.895822
TCGA-49-6745,C2,3875.515375,3.139918,39.391701,5.708942,1.141788,0.856341,0.856341,1.712683,16.841379
TCGA-49-6761,C2,13593.29219,7.071013,25.365855,58.58839,0.67343,1.683574,0.336715,8.53011,4.377294
TCGA-49-6767,C2,1247.5276,1.208259,4482.037415,22.151418,20.339029,18.123888,0.60413,1.006883,10.270203
TCGA-49-AAQV,C3,13356.03485,2.725054,417.478279,13.26193,0.908351,0.726681,2.725054,6.358459,1.090022
TCGA-49-AAR0,C1,79877.53942,1.521195,290.548334,72.365442,3.477018,3.694332,0.217314,23.687187,0.651941
TCGA-49-AAR2,C1,70237.7385,1.268852,16.495079,51.811466,1.691803,0.845901,0.211475,9.939343,0.634426
TCGA-49-AAR3,C3,1188.386186,3.645356,1458.14256,55.773953,3.280821,3.463089,1.093607,1.458143,8.019784
TCGA-49-AAR4,C3,8504.051807,3.719244,923.199054,54.962164,4.132494,2.479496,7.231864,9.29811,10.744483
TCGA-49-AAR9,C1,1909.917275,0,32.230091,49.29308,0,1.137533,1.895888,0.379178,6.446018
TCGA-49-AARE,C2,6191.436069,5.403239,305.282983,46.265231,0.675405,1.688512,1.013107,1.688512,0.675405
TCGA-49-AARN,C2,17239.46037,1.940444,314.074748,54.748246,1.801841,1.247428,2.63346,4.573904,2.21765
TCGA-49-AARO,C3,3150.702271,0.166334,1857.62026,40.08654,1.497008,0.665337,1.829676,4.491023,5.322694
TCGA-49-AARR,C3,15016.86452,0.211136,1399.200849,32.303867,3.589319,4.645001,6.545228,14.779547,4.645001
TCGA-4B-A93V,C1,97618.32021,14.731823,4759.080327,38.232588,0.701515,0.350758,0,37.531073,0.350758
TCGA-50-5044,C2,6108.634131,1.115478,26.213723,8.644951,6.413996,6.971735,1.115478,2.230955,1.673216
TCGA-50-5045,C3,9865.242832,2.987566,54.174536,10.356897,0.796684,1.294612,10.456482,2.091296,1.095441
TCGA-50-5049,C3,10829.24657,1.759359,134.688718,49.457541,0.977422,0.977422,11.338092,2.736781,1.563875
TCGA-50-5051,C1,58018.336,1.91282,125.216149,22.218142,2.79566,2.64852,0.29428,3.38422,1.17712
TCGA-50-5066,C3,1569.202148,11.221585,62.628574,73.243587,1.668073,2.274646,0.303286,0.758215,3.48779
TCGA-50-5068,C3,19725.93877,0.66791,66.123077,13.469516,0.66791,0.66791,1.669775,2.226366,7.013054
TCGA-50-5072,C1,9682.121479,1.089838,14.167895,35.056458,7.265587,9.990182,1.089838,4.904271,1.816397
TCGA-50-5930,C3,25632.98655,1.977507,31.100794,25.168272,1.07864,0.719093,0.898867,1.438187,4.494334
TCGA-50-5931,C4,1887.597807,2.412486,8210.37841,56.521096,0.689282,3.101767,11.717788,3.446408,132.342077
TCGA-50-5932,C1,74792.59906,0.984722,1.723264,12.473147,1.887384,2.297685,3.200347,0.410301,0.246181
TCGA-50-5933,C2,5076.946371,0.438878,4.169346,19.310654,1.316635,1.316635,0.219439,0.438878,0.219439
TCGA-50-5936,C3,16232.52531,0.50556,63.532059,11.459363,1.17964,1.01112,2.022241,0.50556,5.561162
TCGA-50-5939,C3,1675.914965,0.991568,17.352438,14.708257,3.305226,2.148397,0.991568,1.32209,0.661045
TCGA-50-5941,C3,9780.759555,6.860554,15.592169,11.226361,0.103948,0.415791,0.519739,0.415791,3.430277
TCGA-50-5942,C3,49993.55262,0.473202,54.89143,4.258818,3.312414,4.968621,1.892808,4.495419,13.013054
TCGA-50-5944,C3,26600.80866,7.357832,186.814116,8.729632,1.24709,2.244762,0,3.990689,8.355505
TCGA-50-5946,C1,18331.13297,2.996145,3857.716199,101.689155,0.958766,0.599229,2.816376,0.719075,8.988434
TCGA-50-6590,C2,286.032292,0,256.356442,40.402061,6.435727,3.575404,0,0.715081,2.145242
TCGA-50-6591,C1,577.895118,5.347968,48.289004,99.251992,1.730225,0.943759,1.101052,95.634249,0.314586
TCGA-50-6592,C3,4012.339813,3.034328,9.422387,26.03134,1.437313,1.11791,0.638806,0.159701,1.916418
TCGA-50-6593,C3,18513.21924,6.893426,122.904735,19.839615,2.017588,0.840662,3.026382,2.85825,3.530779
TCGA-50-6594,C2,1740.288118,27.577356,8.519834,2.242061,1.569443,1.345237,0.672618,0.448412,0.448412
TCGA-50-6595,C3,949.010157,0,1272.412965,14.993895,0.517031,2.326639,0.258515,2.585154,7.496948
TCGA-50-6597,C2,21504.61605,8.158564,14.277488,12.6911,2.039641,0.906507,0.453254,2.039641,0.906507
TCGA-50-6673,C2,11034.46128,1.589293,87.093256,45.215386,0.794646,1.112505,6.198243,1.112505,0.238394
TCGA-50-7109,C1,37230.70385,11.857152,143.603283,41.594136,1.129253,0.752835,0,5.458054,5.646263
TCGA-50-8457,C3,20642.33858,0.624315,223.816791,21.538854,1.248629,0.312157,4.370202,3.43373,0.936472
TCGA-50-8459,C3,5649.370613,0.218511,230.965604,13.984672,0.218511,0.218511,1.966595,5.025742,1.529574
TCGA-50-8460,C3,22304.41866,4.746294,515.131133,5.59008,4.640821,6.011973,2.109464,1.160205,14.238883
TCGA-51-6867,C5,1958.471709,0.344862,49051.80173,186.915243,1.72431,2.069172,11.035586,195.536795,125.184932
TCGA-52-7810,C4,475.237478,0.868807,54762.43122,104.474052,1.086009,1.086009,0,0,293.873998
TCGA-52-7811,C4,3084.499244,0,8692.450811,422.770255,2.323978,1.936648,2.711307,1.936648,181.270251
TCGA-52-7812,C2,6018.628843,0.890514,236.520555,177.924724,0.178103,0.712411,0,1.068617,5.69929
TCGA-53-7624,C5,4054.936799,1.362317,411.760338,281.999636,4.086951,7.152165,0,2.384055,3.746372
TCGA-53-7626,C3,6795.083063,1.581641,188.918282,22.318718,0.527214,0.702952,0,1.054428,1.054428
TCGA-53-7813,C1,70698.93913,1.190514,225.007232,55.001768,11.905145,11.190836,0.238103,19.76254,1.428617
TCGA-53-A4EZ,C1,74681.91787,11.292141,8.872396,16.40049,0.26886,0,1.882023,10.485559,0
TCGA-55-5899,C1,305776.7034,0.152186,1.217491,17.957985,4.109031,4.717776,0,11.56616,0.304373
TCGA-55-6543,C3,46002.94364,0.775131,2306.635029,16.742831,0.310052,0.155026,0.465079,0.775131,2.480419
